1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Tebing Tinggi Kota,Kel. Mandailing,20626,20626,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Tebing Tinggi Kota,Kel. Pasar Baru,20627,20627,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Tebing Tinggi Kota,Kel. Pasar Gambir,20628,20628,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Padang Hilir,Kel. Tambangan,20631,20631,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Tebing Tinggi Kota,Kel. Tebing Tinggi Lama,20632,20632,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Tebing Tinggi Kota,Kel. Rambung,20633,20633,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Padang Hilir,Kel. Bagelen,20634,20634,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Padang Hilir,Kel. Tebing Tinggi,20635,20635,20600,
1,SUMATERA UTARA,KOTA TEBING TINGGI,Kec. Padang Hilir,Kel. Damar Sari,20636,20636,20600,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Tebing Tinggi,Seluruh Kelurahan/Desa,20651,20651,20585,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Tebing Syahbandar,Seluruh Kelurahan/Desa,20652,20652,20585,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Kota,Kel. Pekan Binjai,20711,20711,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Kota,Kel. Binjai,20712,20712,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Kota,Kel. Kartini,20713,20713,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Kota,Kel. Satria,20714,20714,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Kota,Kel. Berngam,20715,20715,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Barat,Kel. Bandar Senembah,20716,20716,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Barat,Kel. Limau Mungkur,20717,20717,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Barat,Kel. Paya Roba,20718,20718,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Barat,Kel. Suka Maju,20719,20719,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Rambung Timur,20721,20721,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Rambung Dalam,20722,20722,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Rambung Barat,20723,20723,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Binjai Estate,20724,20724,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Tanah Merah,20725,20725,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Tanah Seribu,20726,20726,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Pujidadi,20727,20727,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Selatan,Kel. Bhakti Karya,20728,20728,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Tanah Tinggi,20731,20731,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Timbang Langkat,20732,20732,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Mencirim,20733,20733,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Tunggurono,20734,20734,20700,
1,SUMATERA UTARA,KOTA BINJAI,Kec. Binjai Timur,Kel. Sumber Mulyorejo,20735,20735,20700,
